Title,URL,Category,Date
대학일자리센터 “내일 찾아 드림”| 기업탐방(GE Aerospace Korea),https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53654&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
춘천시 대학MT 지원사업 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53651&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024. 09. 23(월) [사랑의 헌혈] 실시 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53647&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
국가교육위원회 출범 2주년 기념 대토론회,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53645&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024년 Boeing Day 스탭 선발 결과 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53640&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2025학년도 1학기 미국 UNLV 해외연구실습 (SURE) 파견 학생 선발 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53637&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024학년도 제 4차-6차 학습법 특강 참여자 모집,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53633&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024-2학기 Global NALDA 학습공동체 멘토 모집,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53631&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024학년도 2학기 KAU 사회봉사 프로그램 공모 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53623&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2024 항공안전문화포럼 운영요원 모집 공고(~9.13(금)),https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=53620&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
"교육기관 ""e-클리닝데이"" 행사 안내",https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1667&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
포탈시스템 개인정보(My Info)에 메일 정보 입력 요망,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1628&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
2006 정시 입학원서 접수 현황,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1691&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
전자메일 서버 사용 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1640&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
종합심리검사 무료 실시(학생생활상담소),https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1681&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
HAU 커뮤니티 시스템 이용안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1603&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
홈페이지 및 종합정보시스템(HIS) 신규 개편에 따른 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1608&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
‘2005년도 대학 특성화 지원사업’ 선정,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1602&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
한글도메인 사용 안내,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1637&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
학생들에게 장학금을 기부하실 동문을 찾습니다,https://www.kau.ac.kr/web/pages/gc32172b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0119&nttId=1601&currentPageNo=&mnuId=gc32172b&returnUrl=,일반공지,
"2024학년도 2학기 미복학, 미등록 및 미수강자 안내",https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53611&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 보강기간 안내(2024.09.03. 업데이트(국군의날 관련)),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53466&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
[장학금] 2024-2학기 SPACE 인증제 우수 장학금 신청 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53532&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 영어학력평가(모의TOEIC) 실시 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53521&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
부트캠프사업단) 첨단산업 인재양성 부트캠프 프로그램 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53487&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
부트캠프사업단) 첨단산업 인재양성 부트캠프 사업설명회 실시 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53468&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
"24-2 사이버강좌 수강안내(SDU,OCU,HYU,ICU,HIC,사이버TOEIC)",https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53373&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 학생예비군 편성 신고 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53292&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
서울과학기술대학교 2024학년도 2학기 마이크로디그리 과정 이수 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53280&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 휴학 신청 안내(신청방법 필독!!),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53097&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
K-MOOC 학점인정제도 변경안내(update_2024.3.27),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=52350&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
타 학부(과) 과목 전공학점 인정(Codeshare) 안내 (24. 2. 5. 수정),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=52089&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
조기 취업학생 수업 대체인정 시행 안내(2024.03.11 update),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=52269&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
학점교류신청 시스템 신설 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=51536&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
비졸업사정대상자 졸업인증 제출관련 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=51033&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
SPACE 졸업인증제 관련 변동 및 보완사항 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=51009&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
마이크로 디그리 운영 안내(2024.7 update),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=50728&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
학점이월제 운영 변경사항 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=47856&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
군복무 중 원격강좌 학점이수제도 도입 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=9150&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
학부모학사정보서비스 실시 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=8894&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
유고결석 인정 기타 사유 세부기준 및 신청 절차 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=8642&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
학사관련 서류양식 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=47835&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 폐강 교과목 공고,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53563&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 학점교류 수강 추가신청 안내(국민대_차세대통신),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53528&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 폐강예상 교과목 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53520&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 수강신청 변경기간 중 발생한 변경내역의 LMS 반영시간 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53491&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
"2024학년도 2학기 학점교류 수강안내(국민대,인하대_미래자동차)",https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53459&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2023학년도 후기 졸업확정자 명단 공고,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53438&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 학점교류 수강안내(국민대_차세대통신),https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53404&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2023학년도 후기(제67회) 학위수여식 실시 안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=53376&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
경인지역 대학교 학점교류안내,https://www.kau.ac.kr/web/pages/gc14561b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0120&nttId=1512&currentPageNo=&mnuId=gc14561b&returnUrl=,학사공지,
2024학년도 2학기 정석항공과학고등학교 멘토 모집 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53616&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도 2학기 경기도고양교육지원청 멘토 모집 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53614&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년도 2학기 고졸 후학습자 장학사업(희망사다리Ⅱ유형) 신규장학생 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53562&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년 2학기 국가장학금 신청자 가구원 동의안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53577&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도2학기 국가근로 장학생 선발 결과 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53514&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도 2학기 교내장학금 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53494&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년 2학기 국가장학금 2차 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53429&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도 2학기 2차 국가근로장학 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53375&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년도 고속도로 장학생 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53646&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024 혁신인재장학 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53622&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년도 하반기 춘천시민장학복지재단 장학생 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53610&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년도 하반기 은평구민장학생 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53609&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도 2학기 학생활동 마일리지 장학 운영 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53602&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
(재)경주시장학회 장학생(대학생) 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53574&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
(재)포항시장학회 2024년도 대학교 장학생 선발,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53567&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년도 동교인재상 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53566&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년 인천 청년 해외배낭연수 장학생 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53557&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024년 상반기분 통영시 대학생 학자금 이자 지원 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53556&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
세종시 학자금 대출이자 지원 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53555&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024학년도 2학기 디딤돌 장학금 신청 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=53545&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
김종남 장학생 선발 안내,https://www.kau.ac.kr/web/pages/gc73650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0121&nttId=2&currentPageNo=&mnuId=gc73650b&returnUrl=,장학대출공지,
2024-2학기 항공·경영대학장배 모의주식투자대회 개최,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53621&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024 KAU-리빙랩 아이디어 공모전 실시,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53585&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024 해운대 대학가요제 개최 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53154&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
고양드론앵커센터 「2024 미래 항공 모빌리티 트렌드 고양」 개최,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53133&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024 전국 대학생 UAM 올림피아드 대회 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53121&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024 교양교과제안전 입상자 발표,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53113&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024년 Learning Tip 5월호 안내 및 퀴즈대회 개최,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53013&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024-1학기 항공·경영대학장배 모의주식투자대회 수상자 발표,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=53008&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
사미아 술루후 하산 탄자니아 대통령 명예박사 학위수여식 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52985&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
명사초청특강-Air France-KLM 이문정 한국지사장(Aviation Sustainability and NDC)(5/16 13:30),https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52712&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024학년도 글로벌리더십 프로그램 운영 및 참가학생 모집,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52697&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
「 2024 제 3회 CO-WEEK Academy 」참가 지원 및 신청 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52658&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024 교양교과제안전 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52616&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
디자인씽킹(Design Thinking) 교육 프로그램 진행 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52588&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
AI EXPO KOREA 2024(국제인공지능대전) 행사 신청 안내 (신청 방법 변경),https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52550&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
「(국민대) Ericsson-LG 기술동향 및 인턴십 소개 특강」안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52537&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
「2024 전국 대학생 UAM 올림피아드」대회 사전안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52503&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024-1학기 항공‧경영대학장배 모의주식투자대회 특강 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52478&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024-1학기 항공‧경영대학장배 모의주식투자대회 개최 안내,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52341&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
2024학년도 KAU 지식공유 참여 및 장학금 지급 안내(~2025/1/12),https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=52299&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
국가정보원 채용설명회,https://www.kau.ac.kr/web/pages/gc29925b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0122&nttId=4431&currentPageNo=&mnuId=gc29925b&returnUrl=,행사공지,
